CO/STATE,RECORDED,DATE,GRANTOR,Address,CITY,GRANTEE,PRICE,TYPE,BUILT,LAND AC,IMP SF,UNITS,LAND SF,$/SF IMP,$/UNIT IMP,$/SF LAND,GARAGE,CAP RATE,NOI,EXP,EGI,OCCUP,Corner Y/N,Reg Site shape,Utilities,Location,Quality,Condition,Description,Comments
DO-CO,2016034844,6/1/2016,WSA Fraternal Life,35 W Springer Dr,Highlands Ranch,Los Dos Potrillos HR LLC,2730000,Ret,1995,1.66,5574,0,72266,489.7739505,#DIV/0!,37.77710126,0,,,,,0.0000,Y,Y,Y,3,3,2,St Rest,Tenant bought vacant restaurant.
JE-CO,2016056160,6/10/2016,Lamar Kendall Investment Group LLC,1450 Lamar St & 1430-40 Kendall St,Lakewood,CWP Lamar Station Apartments,11600000,Apt,1961,4.49,76993,130,195584,150.6630473,89230.76923,59.30943368,0,0.0772,895738,552500,1448238,0.9500,Y,Y,Y,3,2,2,Mt Apt,TOD apartment buy.
JE-CO,2016053722,6/3/2016,Jefferson Partnership II LLP,7500 W Mississippi Ave,Lakewood,Covalt & Co MS I LLC,2100000,Off,1976,2.26,49152,,98446,42.72460938,#DIV/0!,21.33157805,,,,,,0.6900,Y,Y,Y,1,1,1,MT off,Avg older office. $11-12 SF Full Serv
JE-CO,2016053413,6/3/2016,IH Holdings One LLC,2171-81 Depew St,Edgewater,180 Investments Depew LLC,1300000,Apt,1961,0.15,6068,8,6490,214.2386289,162500,200.3081664,0,,,,,,Y,Y,Y,2,2,2,Mt Apt,"Avg 4 plexes, all 2 BR units"
JE-CO,2016030193,5/24/2016,Timberline Gardens,SEC 58th Ave & Tabor St,Arvada,CD - Timberline LLC,4120000,Lnd,,26.53,0,0,1155647,#DIV/0!,#DIV/0!,3.565103109,,,,,,,Y,Y,Y,3,3,3,Dev land,312 unit MF & 16 SF proposed
JE-CO,2016056543,6/10/2016,Standridge I,12305 W Dakota Ave,Lakewood,Gov Lakewood DOT LLC,3880000,Ind,2005,3.84,18517,,167115,209.537182,#DIV/0!,23.2175448,,0.0900,349101,110801,459902,1.0000,Y,Y,Y,2,2,2,ST off/whse,ST NNN lease DOT.
JE-CO,2016057557,6/14/2016,RGT@2 LLC,12725 W 54th Ave,Arvada,JMJC LLC,570000,Lnd,,2.06,0,0,89932,#DIV/0!,#DIV/0!,6.338122137,,,,,,,N,Y,Y,2,2,2,Dev land,Ind site electrical contractor.
JE-CO,2016056085,6/10/2016,Tepper Partners LLC,5430 W 73rd Ave,Westminster,Jeffco Housing Authority,1730000,Lnd,,4.51,0,0,196456,#DIV/0!,#DIV/0!,8.806061013,,,,,,,Y,Y,Y,2,2,2,Dev land,Hidden Lake Senior Hsg site.
JE-CO,2016059180,6/19/2016,Cadence Development,NWC W 72nd Ave & Sheridan Blvd,Westminster,Legend Lake 7211 N Sheridan LLC,705000,Lnd,,1.54,0,0,67082,#DIV/0!,#DIV/0!,10.50946299,,,,,,,Y,Y,Y,3,2,2,Dev land,Dennys pad site. Has .85 ac detention site.
AD-CO,2016056085,6/30/2016,FG & JG LLC,10351 Zuni St,Federal Heights,Hunters Cove LLC,35400000,Apt,1985,10.54,162816,226,459122,217.4233491,156637.1681,77.10362204,,,,,,,N,Y,Y,2,2,2,MT apts,Hunters Cove apts
AD-CO,2016052643,6/30/2016,Carriage Hill LLP,8901 Huron St,Thornton,Carriage Hill LLC,9500000,Apt,1975,4.62,70200,102,201247,135.3276353,93137.2549,47.20562572,,,,,,,N,Y,Y,2,2,2,MT apts,Carriage Hill apts
AD-CO,2016049213,6/21/2016,KMW Leasing Co LLP,10854 Leroy Dr,Northglenn,Kirkwood Real Estate LLC,3200000,Ind,1983,4.62,34522,0,201247,92.69451364,#DIV/0!,15.90084235,0,,,,,,N,Y,Y,2,2,2,MT Ind,Avg office warehouse.
AD-CO,2016052496,6/30/2016,Washington Center LLC,SEC Washington St & Washington Ctr Pkwy,Thornton,MVSH Thornton LLC,2300000,Lnd,,8.71,0,156,379408,#DIV/0!,14743.58974,6.062082046,,,,,,,Y,Y,Y,2,2,2,Dev land,Bonaventure Thornton Senior Hsg site.
AD-CO,2016052496,7/1/2016,Washington Center LLC,SEC Eagle Blvd & Peregrine Dr,Brighton,MVSH Thornton LLC,1600000,Lnd,,15.02,0,288,654271,#DIV/0!,5555.555556,2.445469096,,,,,,,Y,Y,Y,2,2,2,Dev land,Element @ Prairie Ctr apts
AR-CO,D6070053,6/30/2016,Florida Pointe Community LLC,9900 E Florida Ave,Aurora,PFPS LLC,6000000,Apt,1957,2.20,39870,56,95832,150.4890895,107142.8571,62.60956674,,,,,,,Y,Y,Y,2,2,2,MT apts,Florida Pointe apts
AR-CO,D6069330,6/28/2016,Greenbriar Inc,7562-92 S University Blvd,Centennial,Southglenn Square LLC,5250000,Ret,1984,4.01,58304,,174676,90.04527991,#DIV/0!,30.05571471,,0.0730,383244,291520,674764,0.9100,Y,Y,Y,2,2,2,MT ret,Cap rate dropped to 5.5% due to tenant vacating.
AR-CO,D6070389,7/1/2016,JVB Aviation LLC,7395 Peoria St,Centennial,Cloud 7 Aviation,4200000,Ind,1985,1.80,33927,0,78251,123.7952074,#DIV/0!,53.67343548,0,,,,,1.0000,N,Y,Y,2,2,2,MT Ind,Centennial airport hangar imps on land lease.
AR-CO,D6069330,6/24/2016,MCD @ Pioneer Hills LLC,5620 S Parker Rd,Aurora,Drake Cares #2 LLC,2000000,Ret,2005,1.24,6911,0,53822,289.3937202,#DIV/0!,37.15952584,0,,,,,0.0000,Y,Y,Y,3,3,2,St Rest,Vacant restaurant to convert to Urgent care.
AR-CO,D6070561,7/1/2016,1900 W Hamilton PL LLC,1900 W Hamilton Pl,Sheridan,Dark Horse Ventures LLC,1450000,Ind,1997,0.57,11204,0,24906,129.418065,#DIV/0!,58.21890308,0,,,,,1.0000,N,Y,Y,2,2,2,MT Ind,Tenant buyout related to seller.  Hampden exposure.
AR-CO,D6070561,6/28/2016,1Beyond 2011  LLC,7108 S Alton Way,Centennial,Marolis Investments LLC,1150000,Ind,1979,0.15,6280,0,6400,183.1210191,#DIV/0!,179.6875,0,,,,,1.0000,N,Y,Y,2,2,2,St Ind,Updated office flex building owner occupied.
AD-CO,2016000058293,7/20/2016,Stargate Foundation,3951 Cottonwood Lakes Blvd,Thornton,Frassati Catholic Academy,11700000,Sch,"2003, 2008",7.11,70400,0,309712,166.1931818,#DIV/0!,37.77708035,0,,,,,,,,,,,,Sch,"Frassati Catholic Academy, will be moving location"
AD-CO,2016000057734,7/20/2016,CP Bradburn Village West LLC,"4550 Main St, SEC Vrain St & Main St",Westminster,GKT Bradburn Village LLC,8200000,Ret,2016,0.88,15200,0,38146,539.4736842,#DIV/0!,214.9635611,0,,,,,,,,,,,,Ret,"Zoes Kitchen, Supercuts, Spavia Day Spa, etc."
AD-CO,2016000058265,7/20/2016,5285 Fox LLC,5285 Fox St,Denver,Hunt Family Partnership LLLP,3700000,Ind,1982,1.51,38853,0,65776,95.23074151,#DIV/0!,56.25186239,0,,,,,,,,,,,,Ind,Amen Packaging Inc. planned to move it
AR-CO,D6073774,7/11/2016,320 S Birch LLC,"SEC S Birch St & Leetsdale Dr, 320 S Birch St",Glendale,Leetsdale & Birch LLC,3700000,Lnd,,2.10,4564,0,91476,810.6923751,#DIV/0!,40.44776772,0,,,,,,,,,,,,Lnd,"Current building to be torn down, land split to 3 paarcels with storage on one, parking on one, and land listed for the third"
AR-CO,D6076012,7/15/2016,NetREIT Inc.,2600 S Parker Road,Aurora,DMC CO1 LLC,3300000,Off,1975,4.45,20267,,193842,162.8262693,#DIV/0!,17.02417433,,,241814,,,0.6000,,,,,,,Off,Seven 3 story buildings
AR-CO,D6076271,7/14/2016,13280 Pacific LLC,13280 E Mississippi Ave,Aurora,Belay Enterprises Inc.,2700000,Ind,1985,1.20,51590,,52272,52.33572398,#DIV/0!,51.65289256,,,,,,,,,,,,,Ind,Buyer to move in
AR-CO,D6073231,7/7/2016,IH Holdings Two LLC,4509-4545 S Broadway,Englewood,O1 LLC,2600000,Ret,"1954, 1957",0.79,15729,0,34543,165.2997648,#DIV/0!,75.26850592,0,0.0650,,,,,,,,,,,Ret,"Seller invested over $250,000 since Oct 2014, 8.5 yrs remain on lease"
AR-CO,D6077672,7/19/2016,Arapahoe Center LLLP,10639 E Briarwood Ave,Centennial,Frozen Inc,2500000,Ret,2007,0.79,12768,0,34543,195.802005,#DIV/0!,72.37356338,,,,,,,,,,,,,Ret,"Spaces for lease, one includes restaurant with a fire pit"
AR-CO,D6073231,7/13/2016,Girard Court LLC,1660 W Girard Ave,Sheridan,Girard Group LLC,1300000,Apt,1945,0.72,8576,15,31363,151.5858209,86666.66667,41.45011638,0,,,,,,,,,,,,Apts,
AR-CO,D6074720,7/12/2016,Mitchel E. Rhoads,2909 S Shosone St,Englewood,2767 S Tejon LLC,653600,Ind,1971,0.25,10086,,11021,64.80269681,#DIV/0!,59.30496325,,,,,,,,,,,,,Ind,
AR-CO,D6073231,7/7/2016,Charles T. Leverett & Kathleen A. Leverett,11101 E Asbury Ave,Aurora,Bruckal Kingston Court LLC,625000,Lnd,1970,2.27,2029,,98881,308.033514,#DIV/0!,6.320716173,,,,,,,,,,,,,Lnd,Proposed 7 to 8 lots plus a 2029-sf home
BR-CO,2016007635,6/30/2016,CC Interlocken Inc.,1200 Eldorado Blvd,Broomfield,Partners Group Colorado Propco LLC,7100000,Lnd,,25.12,0,0,1094227,#DIV/0!,#DIV/0!,6.488597615,0,,,,,,,,,,,,Lnd,
BO-CO,3532370,7/21/2016,5455 Spine LLC & Suzanne Delucia & Eastpark Associates LLP,5455 Spine Road,Boulder,Spine Road Properties LLC,3480000,Ind,1984,1.90,28284,0,82764,123.0377599,#DIV/0!,42.04726693,0,,,,,,,,,,,,Ind,Finkel & Garf Brewing is the anchor tenant
BO-CO,3532231,7/20/2016,Longmont Quail Road LP,"N/S of Quail Road, 1/2 mile E of S Main St",Longmont,Oakwood Homes LLC,2500000,Res,,,,92,,,27173.91304,,,,,,,,,,,,,,Res,92 residential lots
BO-CO,3531815,7/19/2016,1270 Boston LLC,1330 Main St.,Longmont,1330 Main LLC,2000000,Ind,1964,1.86,28284,0,81022,70.71135624,#DIV/0!,24.68477542,0,,,,,,,,,,,,Ind,Neighbor across st purchased property
BO-CO,3531201,7/19/2016,D4J Enterprises LLC,280 S Taylor Ave,Louisville,280 Taylor-CTC,1800000,Ind,1996,1.56,16800,0,67954,107.1428571,#DIV/0!,26.48866285,0,,,,,,,,,,,,Ind,
BO-CO,3530968,7/15/2016,GWH Land Management LLC,439 Coffman St,Longmont,Allnutt Funeral Homes Inc.,1800000,Mort,2013,0.50,14091,0,21942,127.7411113,#DIV/0!,82.03445447,0,,,,,,,,,,,,Mort,Howe Mortuary
DE-CO,2016092476,7/12/2016,MS Reserve Prospect Limited Partnership Company,3001 Fox St,Denver,BMY Diamond LLC,20500000,Apt,2005,2.21,123064,140,96268,166.5799909,146428.5714,212.9480739,,,,,,,,,,,,,Apts,Diamond at Prospect Apartments
DE-CO,2016069309,5/26/2016,Peregrine Place,4400 E Mississippi Ave,Denver,Peregrine Place Apartments LLC & Washington Street Townhomes LLC,17100000,Apt,2014,1.65,55482,65,71874,308.2080675,263076.9231,237.9163536,0,,,,,,,,,,,,Apts,Peregrine Place Apartments
DE-CO,2016093811,7/15/2016,Munroe Investment Company LLC,725 W. 39th Ave,Denver,725 W 39th LLC,6800000,Ind,1955,2.83,13332,0,123233,510.0510051,#DIV/0!,55.18002483,0,,,,,,,,,,,,Ind,
DE-CO,2016092278,7/12/2016,Zuni Capital Management LLC,1201-1225 Cherokee St,Denver,Arapahoe & Lima LLC,4540000,Rest,1962,0.59,2840,0,25915,1598.591549,#DIV/0!,175.188115,0,,,,,,,,,,,,Rest,Dulce Vida
DE-CO,2016092539,7/13/2016,2400 W. 7th Partners LLC,2400 W. Seventh Ave,Denver,DMCAT LLC,2600000,Ind,1954,1.39,24083,0,60548,107.9599718,#DIV/0!,42.94085393,0,,,,,,,,,,,,Ind,"Owner-occupant, tenant bought from seller"
DE-CO,2016093136,7/14/2016,Rail Stop LLC,NEC Salida Way & E 61st Ave,Denver,MGL Pena Station LLC,2200000,Lnd,,6.52,0,0,284011,#DIV/0!,#DIV/0!,7.74617339,0,,,,,,,,,,,,Lnd,218 unit apt building to be built
DE-CO,2016069845,5/27/2016,Walla Family LLC,860 Broadway,Denver,860 Broadway LLC,1670000,Ret,1922,0.22,9342,0,9385,178.7625776,#DIV/0!,177.9435269,0,,,,,,,,,,,,Ret,Bicycle Doctor and Edgeworks
DE-CO,2016069845,6/2/2016,Nautilus Consulate LLC,700 E. Ninth Ave,Denver,Broadway 460 LLC,1650000,Off,1938,0.22,8457,0,9375,195.104647,#DIV/0!,176,0,,,,,,,,,,,,Off,2-story office building
DE-CO,2016096626,7/20/2016,Jewel Christian Reformed Church ,1875-1885 S Ogden St,Denver,1885 South Ogden LLC,1850000,Chu,1951,0.50,16906,0,21750,109.4286052,#DIV/0!,85.05747126,0,,,,,,,,,,,,Church,Property to be used for Martin School of Early Education
DE-CO,2016095320,7/18/2016,M&N Company LLC,4300 E. Eighth Ave,Denver,8th and Bellaire Properties LLC,1250000,Ret,1948,0.43,1980,0,18750,631.3131313,#DIV/0!,66.66666667,0,,,,,,,,,,,,Ret,
DE-CO,2016097067,7/22/2016,2GE Welton LLC,2510 Welton St,Denver,2510 Welton LLC,1150000,Lnd,,0.29,0,0,12575,#DIV/0!,#DIV/0!,91.45129225,0,,,,,,,,,,,,Lnd,"Zoned C-MX-8, work on 8-story 130-unit apt building, office space, and retail space has commenced "
DE-CO,2016095857,7/20/2016,1334 Development Group ,1900 W 46th Ave & 1919 W 46th Ave,Denver,46th Ave. Partners LLC,1010000,Hou,1955,0.29,1543,0,12750,654.5690214,#DIV/0!,79.21568627,0,,,,,,,,,,,,Hou,Zoned U-MS-2
DE-CO,2016096928,7/22/2016,William M. Thach Jr.,2820-2822 E. 17th Ave,Denver,Alexander Chambers Gallery LLC,880000,Ret,1907,0.07,2800,0,3000,314.2857143,#DIV/0!,293.3333333,0,,,,,,,,,,,,Ret,2000-sf in basement
DE-CO,2016095956,7/20/2016,Kiodi LLC,1280 Grant St,Denver,Mountainside Property LLC,780000,Rest,1968,0.14,2254,0,6300,346.0514641,#DIV/0!,123.8095238,0,,,,,,,,,,,,Rest,"Owner-occupant, Dominos Pizza"
DO-CO,2016045500,7/12/2016,Lincoln Meadows LLC,18366 Lincoln Ave,Parker,Parker Meadows LLC,2950000,Ret,2006,1.75,10010,0,76230,294.7052947,#DIV/0!,38.69867506,0,0.0749,,,,,,,,,,,Multi Ret,"Opa Grill, Sport Clips, Jersey Mike's, etc"
DO-CO,2016047342,7/18/2016,LC West LLC,SWC W County Line Road & Erickson BLVD,Littleton,CIP 2014/PC RIL Hotel LLC,1990000,Lnd,,2.40,0,0,104647,#DIV/0!,#DIV/0!,19.01631198,0,,,,,,,,,,,,Lnd,Marriott Residence Inn proposed 
DO-CO,2016004856,1/26/2016,Ridgegate Investments Inc,SE/S Cabela DR. 341' SW of Ridgegate,Lone Tree,Park Meadows TPP LCC,2500000,Lnd,,3.31,0,0,144184,#DIV/0!,#DIV/0!,17.33900388,0,,,,,,,,,,,,Lnd,
JE-CO,2016064091,7/1/2016,Gaybil-Jerfre Ltd,3705 Kipling St,Wheat Ridge,CK93 LLC,1100000,Off,1974,0.60,14188,0,26000,77.5303073,#DIV/0!,42.30769231,0,,,,,,,,,,,,Off,garden style office buildings
AD-CO,2016000057716,7/14/2016,CP Bradburn WF LLC,4451 Main St,Westminster,GKT Bradburn Village LLC,12700000,Ret,2014,3.40,35708,0,148104,355.6625966,#DIV/0!,85.75055366,0,,,,,,,,,,,,Ret,Whole Foods
AD-CO,2016000057716,7/14/2016,CP Bradburn Village West LLC,4450 Main St,Westminster,GKT Bradburn Village LLC,8200000,Multi,2015,3.40,15208,0,148104,539.1899001,#DIV/0!,55.36649922,0,,,,,,,,,,,,Multi,
AD-CO,2016000056567,7/14/2016,Revesco USA Properties of Thornton LLLP,3905 E. 104th Ave.,Thornton,Angie Eun Jo,3500000,Ret,1998,1.70,13887,0,74052,252.0342767,#DIV/0!,47.2640847,0,0.0660,,,,,,,,,,,Ret,Rite Aid Pharmacy
AD-CO,2016000054729,7/11/2016,Krock Properties LLC,915-925 Shari's Court & 455 Greg's Place,Bennett,Momentum Bennett LLC,2900000,Ind,1993-2013,3.28,35507,0,142877,81.67403611,#DIV/0!,20.2972071,0,,,,,,,,,,,,Ind,6 self-storage buildings and 1 house
AD-CO,2016000056864,7/15/2016,Cabbage Investments LLC,174 S Main St,Brighton,Main & Egbert LLC,2500000,Rest,1930,0.44,10920,0,19375,228.9377289,#DIV/0!,129.0322581,0,,,,,,,,,,,,Rest,Copper Rail Bar & Grill
AD-CO,2016000056932,7/15/2016,Perrott Land Company LLLP,"NW corner Airport Blvd & E Colfax Ave, NEC of E. Colfax Ave & Norfolk St., 16631 E. Colfax Ave",Aurora,CCBB Land LLC,1750000,Lnd,,22.80,0,0,993168,#DIV/0!,#DIV/0!,1.762038245,0,,,,,,,,,,,,Lnd,
AD-CO,2016000059282,7/25/2016,Shea Chambers 104th LLC,"N/S E. 104th Ave., 600' W of Chambers Rd",Commerce City,Harman Management Corporation,685000,Lnd,,0.94,0,0,40745,#DIV/0!,#DIV/0!,16.81187876,0,,,,,,,,,,,,Lnd,Plans for a 3100-sf KFC restaurant
AR-CO,D6083625,8/1/2016,The Meadowood Corporation,6705 S. Santa Fe Dr.,Littleton,Sunset Colorado LLC,7400000,MHP,1969,17.93,756,99,781031,9788.359788,74747.47475,9.474658362,0,0.0538,398120,,,0.9900,,,,,,,Mobile Home Pk,Commercial building and 99-pad mobile home park
AR-CO,D6084018,8/2/2016,ACMC Midland LLC,SWC E. 3rd Ave & Blackhawk Dr,Blackhawk,255 Blackhawk Hospitality LLP,3600000,Lnd,,1.83,0,0,79529,#DIV/0!,#DIV/0!,45.26650656,0,,,,,,,,,,,,Lnd,proposed 139-room four-story Courtyard Marriott
AR-CO,D6083125,7/28/2016,Englewood Urban Renewal Authority ,3401 S Broadway,Englewood,Broadway Lofts LLLP,1700000,Lnd,,1.85,0,0,80490,#DIV/0!,#DIV/0!,21.1206361,0,,,,,,,,,,,,Lnd,Development plans include retail/commercial space and apartments
AR-CO,D6080487,7/26/2016,Hallie Holdings LLC,908 S. Havana St.,Aurora,AGA Holdings LLC,1670000,Ret,2016,0.89,7381,0,38940,226.2566048,#DIV/0!,42.88649204,0,,,,,,,,,,,,Ret,AutoZone ground lease
AR-CO,D6080487,8/2/2016,SRC Partnership by: Jack Roth Company Inc.,6374 S. Racine Cir.,Centennial,Castle Rock Construction Company ,1400000,Ind,1990,0.95,12816,0,41552,109.2384519,#DIV/0!,33.69272237,0,,,,,,,,,,,,Ind,flex/warehouse building
AR-CO,D6078189,7/19/2016,Gun Club Road LLC,1505 S. Gun Club Road ,Aurora,Arcadia Holdings 470 LLC,1200000,Lnd,,76.04,0,0,3312302,#DIV/0!,#DIV/0!,0.3622857623,0,,,,,,,,,,,,Lnd,
AR-CO,D6084617,7/27/2016,Blue Wave Express Development II LLC,"15795 E. Briarwood Cir., aapx 800' E of S Cornerstar Way",Aurora,Juan & Maria Luevanos,1000000,Lnd,,1.10,0,0,47916,#DIV/0!,#DIV/0!,20.86985558,0,,,,,,,,,,,,Lnd,
AR-CO,D6084617,7/27/2016,Aquatique Industries,2421 W. Belleview Ave.,Littleton,IMO US West LLC,960351,Car,2005,1.03,4854,0,44867,197.8473424,#DIV/0!,21.40449063,0,,,,,,,,,,,,Car,Tunnel Car Wash
AR-CO,D6082904,7/29/2016,ROK Enterprises LLC,"44 Inverness Dr. East, Building C",Englewood,CKT Properties LLC,850000,Off,1980,0.14,5477,0,6216,155.1944495,#DIV/0!,136.7438867,0,,,,,,,,,,,,Off,
BO-CO,03534336,6/29/2016,Duvernay Family Tr,446 S Fancis St,Longmont,COLO St Vrain MHP LLC,9500000,MHP,1973,16.60,0,137,723096,#DIV/0!,69343.06569,13.13795125,0,0.0665,632000,,,1.0000,N,Y,Y,2,2,2,Mobile Home Pk,"St Vrain MHP,  $490/mo space rent. Buyer to upgrade."
BO-CO,3583716,3/31/2017,COLO St Vrain MHP LLC,446 S Fancis St,Longmont,Valley Springs Self Storage Investors,11500000,MHP,1973,16.60,0,137,723096,#DIV/0!,83941.60584,15.90383573,0,0.0550,632500,,,1.0000,N,Y,Y,2,2,2,Mobile Home Pk,Seller upgraded after 2016 buy.  $490/mo space rent.
BO-CO,03534478,8/1/2016,Boulder Warehouse Association Inc,2205 Central Ave,Boulder,2205 Central Avenue LLC,3630000,Ind,1985,2.43,24000,0,105851,151.25,#DIV/0!,34.29355281,0,,,,,1.0000,Y,Y,Y,3,2,2,ST industrial,Fedex is single tenant on NNN lease.
BO-CO,03534438,7/29/2016,HT Flatiron LP,SEC & SWC Carbonate Cr & Ct,Broomfield,Toll Co LP,2100000,Lnd,,4.15,0,17,180658,#DIV/0!,123529.4118,11.62417385,0,,,,,,Y,Y,Y,3,3,3,SF land,17 finished SF lots. Flatiron Meadows Flg 8.
BO-CO,03533795,7/25/2016,385 Broadway LLC,385 Broadway St,Boulder,GTR Properties LLC,1600000,Off,1978,1.03,5934,0,44867,269.6326255,#DIV/0!,35.66111245,0,,,,,1.0000,Y,Y,Y,3,2,2,Medical office,Buyer is finance co and will owner occupy part.
BO-CO,03533438,7/25/2016,Will Cof LLC,805 Excalilbur St,Lafayette,Phoenix Building Corp LLC,1250000,Sch,1979,2.62,9680,0,114127,129.1322314,#DIV/0!,10.95269138,0,,,,,1.0000,Y,Y,Y,3,2,2,Charter school,Justice High school
BO-CO,03534000,7/25/2016,Liberty Capital Inc,1697 Coalton Rd,Superior,Superior Liberty LLC,1100000,Ret,2001,0.88,6396,0,38146,171.9824891,#DIV/0!,28.83657526,0,,,62297,,1.0000,N,Y,Y,2,3,3,Pad Safeway ctr,Liquor store to occupy vacant. Ask $14-16 NNN.
BO-CO,03534567,7/27/2016,Acme Investments LLC,1445 Main St,Longmont,M2Y Holdings LLC,475000,Aut,1957,0.20,1232,,8889,385.5519481,#DIV/0!,53.43683204,0,,,,,1.0000,Y,Y,Y,2,2,2,Auto repair,Main St muffler owner occupy.
DE-CO,2016098485,7/26/2016,Mariposa Apartments LLC,1330 W Mississippi Ave,Denver,ML Bighorn LLC,4500000,Apt,1971,1.00,25592,42,43750,175.8361988,107142.8571,102.8571429,,0.0715,321750,118146,434412,0.9300,Y,Y,Y,1,1,3,Apts,39 units updated prior to sale.
DE-CO,2016098390,7/19/2016,Delgany Shop LLC,3615 Delgany St,Denver,Delgany Ventures LLC,2500000,Ind,1978,0.40,4400,0,17625,568.1818182,#DIV/0!,141.8439716,0,,,,,0.0000,Y,Y,Y,3,2,2,ST ind,Tenant bought for distillery in RINO.
DO-CO,2016051394,7/26/2016,Stroh Ranch Development LLC,SE/S Crowfoot Valley Rd N of Pradera,Parker,HR935 LLC,12000000,Lnd,,400.00,0,0,17424000,#DIV/0!,#DIV/0!,0.6887052342,0,,,,,,Y,Y,Y,3,2,2,Lnd,Part of Stroh Ranch.
DO-CO,2016052423,8/5/2016,Parkway Centre North LLC,9088 S Ridgeline Blvd,Highlands Ranch,Parkway Centre Holdings LLC,3400000,Off,2000,1.54,0,0,67082,#DIV/0!,#DIV/0!,50.68393498,0,,,,,,Y,Y,Y,3,3,3,MT Off,2 story office building
DO-CO,2016051635,7/27/2016,Aquatique Industries,16941 Lincoln Ave,Parker,IMO US West LLC,1500000,Car,2005,1.70,3800,0,74052,394.7368421,#DIV/0!,20.2560363,0,,,,,,Y,Y,Y,3,3,3,Car,Tunnel Car Wash. Inc vacant lot.
DO-CO,2016051635,7/26/2016,Eastern Redbud LLC,S/S Genoa Way E of Castleton Dr,Castle Rock,CR Real Estate LLC,1200000,Lnd,,1.99,0,0,86684,#DIV/0!,#DIV/0!,13.84332129,0,,,,,,Y,Y,Y,3,3,3,Pad land,Proposed Culvers restaurant.
JE-CO,2016073858,7/27/2016,FACF Waterfront Phase I LLC,10555 W Jewell Ave,Lakewood,CH Waterfront Communities I LLC,55860000,Apt,1979,9.76,297198,355,425146,187.9555044,157352.1127,131.3902814,,,,,,,N,Y,Y,2,2,2,MT apts,Waterfront Apts.
JE-CO,2016073916,7/27/2016,FACF Waterfront Phase I LLC,1763 S Moore St,Lakewood,CH Waterfront Communities I LLC,38400000,Apt,1978,8.50,223839,253,370260,171.5518743,151778.6561,103.7109058,,,,,,,N,Y,Y,2,2,2,MT apts,Waterfront Apts.
JE-CO,2016074471,7/29/2016,Avenue 59 LLC,10165 W 59th Ave,Arvada,Dr Tsutomu Yamaji,2600000,Apt,1970,0.49,13332,16,21175,195.019502,162500,122.7863046,,,,,,,N,Y,Y,2,2,3,MT apts,Updated apartment complex.
JE-CO,2016072904,7/22/2016,David A larson,8721-61 W Hampden Ave,Lakewood,Cedar Creek Parnters LLC,2350000,Apt,2007,1.00,5790,12,43568,405.8721934,195833.3333,53.93867058,,,,,,,N,Y,Y,2,3,3,MT apts,Updated apartment complex.
JE-CO,2016073348,7/26/2016,J7B Bear Creek Enterprises LLC,27400 Hwy 74,Evergreen,Colorado Bear Creek Cabins LLC,1800000,Apt,1947,3.01,4499,9,131116,400.0889086,200000,13.72834354,,0.0678,121975,,,,N,N,N,2,2,2,MT apts,4 duplex log cabins & home
JE-CO,2016073039,7/25/2016,9600 West Jewell LLC,9600 W Jewell Ave,Lakewood,Healing At 9600 W Jewell Ave LLC,1100000,Off,1985,1.36,12466,0,59250,88.24001283,#DIV/0!,18.56540084,0,,,,,,Y,Y,Y,2,2,2,MT Off,"Buyer to occupy 6,882 SF available."
JE-CO,2016073318,7/19/2016,Rocky Mtn Fiber Arts LLC,2081 Youngfield St,Golden,2081 Youngfield LLC,815000,Off,1985,1.36,3500,0,59250,232.8571429,#DIV/0!,13.75527426,0,,,,,,Y,Y,Y,2,2,3,MT Off,Has 100% finished basement not in SF.
JE-CO,2016076550,8/3/2016,Michael Grant,5305 Xenon St,Arvada,Lu-TEK Inc,400000,Lnd,,1.50,0,0,65340,#DIV/0!,#DIV/0!,6.121824304,0,,,,,,Y,Y,Y,2,2,2,Ind Site,Arvada Energy Center site.
JE-CO,2016076550,8/3/2016,RGT #2,5325 Xenon St,Arvada,Lu-TEK Inc,340000,Lnd,,1.25,0,0,54450,#DIV/0!,#DIV/0!,6.24426079,0,,,,,,Y,Y,Y,2,2,2,Ind Site,Arvada Energy Center site.
AD-CO,2016068210,8/17/2016,Nuevo Oaxaca LLC,10701 Pecos St,Northglenn,Uvector Village by the Park LLC,26000000,Apt,1971,12.22,187200,288,532303,138.8888889,90277.77778,48.84434285,,0.0640,1664000,1247616,2911616,0.9500,Y,Y,Y,2,3,2,MT apts,$5 mil rehab in 2012. Proforma cap 7.25%
AD-CO,2016063488,8/4/2016,Little Park Ranches LLP,5100 W 81st Pl,Westminster,Sovran Acquisition LP,8900000,Mstg,2000,3.67,44518,0,159865,199.9191338,#DIV/0!,55.67190358,,,,,,,Y,Y,Y,2,2,2,Mini Stg,Mini stg includes former sonic bldg.
AD-CO,2016062869,8/1/2016,Sung K Kim & Grace G Kim,16921 E 32nd Ave,Aurora,W4K Inc,7700000,Hot,1996,3.21,44000,95,140263,175,81052.63158,54.89679403,0,,,,2808675,,N,Y,Y,2,2,3,Hotel,"Lexington Inn, updated 2015"
